web-scraper-order,web-scraper-start-url,pagelink,pagelink-href,pagelink2,pagelink2-href
"1716323825-1","https://cesta.stanford.edu/events/past-events","","","Letterpress Workshop","https://cesta.stanford.edu/events/letterpress-workshop"
"1716323825-2","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Recuperating Forgotten Narratives, Part 2 (Ayesha Hardison)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-recuperating-forgotten-narratives-part-2-ayesha-hardison"
"1716323825-3","https://cesta.stanford.edu/events/past-events","","","Runaway Enslaved Families in Senegal: Mothers, Children, Resistance, and Vulnerabilities, 1857-1903","https://cesta.stanford.edu/events/runaway-enslaved-families-senegal-mothers-children-resistance-and-vulnerabilities-1857-1903"
"1716323825-4","https://cesta.stanford.edu/events/past-events","","","The 2024 Stanford Caribbean Studies Symposium with Professor Usha Iyer","https://cesta.stanford.edu/events/2024-stanford-caribbean-studies-symposium-professor-usha-iyer"
"1716323825-5","https://cesta.stanford.edu/events/past-events","","","How Can We Best Use Visuals and Visualizations in Our Teaching?","https://cesta.stanford.edu/events/how-can-we-best-use-visuals-and-visualizations-our-teaching"
"1716323825-6","https://cesta.stanford.edu/events/past-events","","","CESTA Digital Humanities Luncheon","https://cesta.stanford.edu/events/cesta-digital-humanities-luncheon"
"1716323825-7","https://cesta.stanford.edu/events/past-events","","","Six Theses on an Aesthetics of Always-On Computing","https://cesta.stanford.edu/events/six-theses-aesthetics-always-computing"
"1716323825-8","https://cesta.stanford.edu/events/past-events","","","Elaine A. Sullivan: Sacred Vision at Saqqara: Reimagining the sensorium of the dead at an ancient Egyptian necropolis in 3D","https://cesta.stanford.edu/events/elaine-sullivan-sacred-vision-saqqara-reimagining-sensorium-dead-ancient-egyptian-necropolis"
"1716323825-9","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Data of Enslavement (Lauren Klein, Alex Borucki, and Gregory O'Malley)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-data-enslavement-lauren-klein-alex-borucki-and-gregory-0"
"1716323825-10","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Data of Enslavement (Lauren Klein, Alex Borucki, and Gregory O'Malley)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-data-enslavement-lauren-klein-alex-borucki-and-gregory-omalley"
"1716323825-11","https://cesta.stanford.edu/events/past-events","","","""Future Horizons"": Lightning Talks for New DH Projects","https://cesta.stanford.edu/events/future-horizons-lightning-talks-new-dh-projects"
"1716323825-12","https://cesta.stanford.edu/events/past-events","","","Brunch with Professor Alex Borucki (UCI)","https://cesta.stanford.edu/events/brunch-professor-alex-borucki-uci"
"1716323825-13","https://cesta.stanford.edu/events/past-events","","","Data Feminism for AI","https://cesta.stanford.edu/events/data-feminism-ai"
"1716323825-14","https://cesta.stanford.edu/events/past-events","","","Data Feminism for AI","https://cesta.stanford.edu/events/data-feminism-ai-0"
"1716323825-15","https://cesta.stanford.edu/events/past-events","","","Data Feminism Reading Group","https://cesta.stanford.edu/events/data-feminism-reading-group-0"
"1716323825-16","https://cesta.stanford.edu/events/past-events","","","Global Horizons for the Digital and Public Humanities","https://cesta.stanford.edu/events/global-horizons-digital-and-public-humanities"
"1716323825-17","https://cesta.stanford.edu/events/past-events","","","Using Wikipedia to Understand the Digital Global Public Sphere and Its Discontents: The Case of ‘Cancel Culture’","https://cesta.stanford.edu/events/using-wikipedia-understand-digital-global-public-sphere-and-its-discontents-case-cancel"
"1716323825-18","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Catastrophe, Data, and Transformation (Dagomar Degroot and Jessica Otis)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-catastrophe-data-and-transformation-dagomar-degroot-and-jessica"
"1716323825-19","https://cesta.stanford.edu/events/past-events","","","Coffee, Cookies, Computers: Data Structures and Mathematics in the Humanities","https://cesta.stanford.edu/events/coffee-cookies-computers-data-structures-and-mathematics-humanities-0"
"1716323825-20","https://cesta.stanford.edu/events/past-events","","","Coffee, Cookies, Computers: Data Structures and Mathematics in the Humanities","https://cesta.stanford.edu/events/coffee-cookies-computers-data-structures-and-mathematics-humanities"
"1716323825-21","https://cesta.stanford.edu/events/past-events","","","SRC Fellowship Info Session","https://cesta.stanford.edu/events/src-fellowship-info-session"
"1716323825-22","https://cesta.stanford.edu/events/past-events","","","""Data Feminism"" Reading Group","https://cesta.stanford.edu/events/data-feminism-reading-group"
"1716323825-23","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Recuperating Forgotten Narratives (Marlene Daut)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-recuperating-forgotten-narratives-marlene-daut-0"
"1716323825-24","https://cesta.stanford.edu/events/past-events","","","Haifeng Hui: Topic modeling and BookNLP: Seeking the emotional turn in the history of eighteenth-century English fiction","https://cesta.stanford.edu/events/haifeng-hui-topic-modeling-and-booknlp-seeking-emotional-turn-history-eighteenth-century"
"1716323825-25","https://cesta.stanford.edu/events/past-events","","","Debabelization: Language, Literature, and Computational Culture","https://cesta.stanford.edu/events/debabelization-language-literature-and-computational-culture"
"1716323825-26","https://cesta.stanford.edu/events/past-events","","","Genealogy, Islam, and Sorcery in Post-abolition Brazil: Digital Humanities Methods for African Diaspora Histories","https://cesta.stanford.edu/events/genealogy-islam-and-sorcery-post-abolition-brazil-digital-humanities-methods-african"
"1716323825-27","https://cesta.stanford.edu/events/past-events","","","Roundtable on Digital Environmental Humanities","https://cesta.stanford.edu/events/roundtable-digital-environmental-humanities-0"
"1716323825-28","https://cesta.stanford.edu/events/past-events","","","Roundtable on Digital Environmental Humanities","https://cesta.stanford.edu/events/roundtable-digital-environmental-humanities"
"1716323825-29","https://cesta.stanford.edu/events/past-events","","","[POSTPONED] Mellon Sawyer Seminar Series: Recuperating Forgotten Narratives (Marlene Daut and Ayesha Hardison)","https://cesta.stanford.edu/events/postponed-mellon-sawyer-seminar-series-recuperating-forgotten-narratives-marlene-daut-and"
"1716323825-30","https://cesta.stanford.edu/events/past-events","","","Digital Humanities Minor Open House Luncheon","https://cesta.stanford.edu/events/digital-humanities-minor-open-house-luncheon-0"
"1716323825-31","https://cesta.stanford.edu/events/past-events","","","Digital Humanities Minor Open House Luncheon","https://cesta.stanford.edu/events/digital-humanities-minor-open-house-luncheon"
"1716323825-32","https://cesta.stanford.edu/events/past-events","","","Sawyer DH Reading Group with Anne Ladyem McDivitt","https://cesta.stanford.edu/events/sawyer-dh-reading-group-anne-ladyem-mcdivitt"
"1716323825-33","https://cesta.stanford.edu/events/past-events","","","The Sawyer Graduate Reading Group","https://cesta.stanford.edu/events/sawyer-graduate-reading-group"
"1716323825-34","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Challenging 19th Century Data Legacies (Jo Guldi & Erik Fredner)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-challenging-19th-century-data-legacies-jo-guldi-erik-fredner"
"1716323825-35","https://cesta.stanford.edu/events/past-events","","","Coffee, Cookies, Computers","https://cesta.stanford.edu/events/coffee-cookies-computers-0"
"1716323825-36","https://cesta.stanford.edu/events/past-events","","","Coffee, Cookies, Computers: Text Mining and NLP","https://cesta.stanford.edu/events/coffee-cookies-computers-text-mining-and-nlp"
"1716323825-37","https://cesta.stanford.edu/events/past-events","","","Coffee, Cookies, Computers","https://cesta.stanford.edu/events/coffee-cookies-computers"
"1716323825-38","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Transformation in the Archives (Alisea McLeod and Bethany Nowviskie)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-transformation-archives-alisea-mcleod-and-bethany-nowviskie"
"1716323825-39","https://cesta.stanford.edu/events/past-events","","","Amy Nelson Burnett: What Social Network Analysis Can Tell Us About German Humanism","https://cesta.stanford.edu/events/amy-nelson-burnett-what-social-network-analysis-can-tell-us-about-german-humanism"
"1716323825-40","https://cesta.stanford.edu/events/past-events","","","Coffee Break at CESTA (December)","https://cesta.stanford.edu/events/coffee-break-cesta-december"
"1716323825-41","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: Counting Before Computation - Brad Pasanek with a response by Matt Warner","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-counting-computation-brad-pasanek-response-matt-warner"
"1716323825-42","https://cesta.stanford.edu/events/past-events","","","Evelyn Gius and Svenja Guhr: Introduction to CATMA 7 - Software for Digital Text Annotation and Analysis","https://cesta.stanford.edu/events/evelyn-gius-and-svenja-guhr-introduction-catma-7-software-digital-text-annotation"
"1716323825-43","https://cesta.stanford.edu/events/past-events","","","Svenja Guhr: Sound in 19th Century Fiction","https://cesta.stanford.edu/events/svenja-guhr-sound-19th-century-fiction"
"1716323825-44","https://cesta.stanford.edu/events/past-events","","","Maurice Lee and Brad Rittenhouse: Experimenting with Emerson","https://cesta.stanford.edu/events/maurice-lee-and-brad-rittenhouse-experimenting-emerson"
"1716323825-45","https://cesta.stanford.edu/events/past-events","","","Mellon Sawyer Seminar Series: The Place of Data (Alan Liu and Roopika Risam)","https://cesta.stanford.edu/events/mellon-sawyer-seminar-series-place-data-alan-liu-and-roopika-risam"
"1716323825-46","https://cesta.stanford.edu/events/past-events","","","Coffee Break at CESTA (November)","https://cesta.stanford.edu/events/coffee-break-cesta-november"
"1716323825-47","https://cesta.stanford.edu/events/past-events","","","Estelle Freedman and Natalie Marine-Street: Data Mining, Meta-Data, Encoding, and More: Mixed Methods Analyses of Oral History Narratives","https://cesta.stanford.edu/events/estelle-freedman-and-natalie-marine-street-data-mining-meta-data-encoding-and-more-mixed"
"1716323825-48","https://cesta.stanford.edu/events/past-events","","","Lunch & Learn: The CESTA DH Fellows Program","https://cesta.stanford.edu/events/lunch-and-learn-cesta-dh-fellows-program"
"1716323825-49","https://cesta.stanford.edu/events/past-events","","","Coffee Break at CESTA (October)","https://cesta.stanford.edu/events/coffee-break-cesta-october"
"1716323825-50","https://cesta.stanford.edu/events/past-events","","","Alex Sherman: Four Theses on the Real and Imaginary British Empire, 1697-1829","https://cesta.stanford.edu/events/alex-sherman-four-theses-real-and-imaginary-british-empire-1697-1829"
"1716323825-51","https://cesta.stanford.edu/events/past-events","","","CESTA Digital Humanities Research Showcase 2023","https://cesta.stanford.edu/events/cesta-digital-humanities-research-showcase-2023"
"1716323825-52","https://cesta.stanford.edu/events/past-events","","","Critical Data Practices: Dr. Michele Mauri in conversation with Lindsay King, Beleicia Bullock, and CESTA-affiliated faculty","https://cesta.stanford.edu/events/critical-data-practices-michele-mauri"
"1716323825-53","https://cesta.stanford.edu/events/past-events","","","Elisabetta Scirocco: Mapping Sacred Spaces in Medieval Southern Italy","https://cesta.stanford.edu/events/elisabetta-scirocco-mapping-sacred-spaces-medieval-southern-italy"
"1716323825-54","https://cesta.stanford.edu/events/past-events","","","Seminar: Rethinking the Long Eighteenth Century: Social, Literary, and Political History in Pre- and Post-Revolutionary France","https://cesta.stanford.edu/events/seminar-rethinking-long-eighteenth-century"
"1716323825-55","https://cesta.stanford.edu/events/past-events","","","Saving Ukrainian Cultural Heritage Online: Socially-Engaged Digital Humanities","https://cesta.stanford.edu/events/saving-ukrainian-cultural-heritage-online-socially-engaged-digital-humanities"
"1716323825-56","https://cesta.stanford.edu/events/past-events","","","Tea Time at CESTA","https://cesta.stanford.edu/events/tea-time-cesta-0"
"1716323825-57","https://cesta.stanford.edu/events/past-events","","","Critical Data Practices: A Conversation with Deb Morrison","https://cesta.stanford.edu/events/critical-data-practices-conversation-deb-morrison"
"1716323825-58","https://cesta.stanford.edu/events/past-events","","","Know Systemic Racism: Was the police killing of Oscar Grant justified? How do we change the question?","https://cesta.stanford.edu/events/know-systemic-racism-was-police-killing-oscar-grant-justified-how-do-we-change-question"
"1716323825-59","https://cesta.stanford.edu/events/past-events","","","7th Annual Berkeley-Stanford Graduate Symposium: In-Between: Art & Cultural Practices From Here","https://cesta.stanford.edu/events/7th-annual-berkeley-stanford-graduate-symposium-between-art-cultural-practices-here"
"1716323825-60","https://cesta.stanford.edu/events/past-events","","","CESTA/CIDR DH Lightning Talks","https://cesta.stanford.edu/events/cestacidr-dh-lightning-talks"
"1716323825-61","https://cesta.stanford.edu/events/past-events","","","Machine Reading Maps Summit","https://cesta.stanford.edu/events/machine-reading-maps-summit"
"1716323825-62","https://cesta.stanford.edu/events/past-events","","","David Sebastiani: Plotting the Unknown: Reading Networks in the Early Modern Mediterranean","https://cesta.stanford.edu/events/david-sebastiani-plotting-unknown-reading-networks-early-modern-mediterranean"
"1716323825-63","https://cesta.stanford.edu/events/past-events","","","Tea Time at CESTA","https://cesta.stanford.edu/events/tea-time-cesta"
"1716323825-64","https://cesta.stanford.edu/events/past-events","","","Watch Party: MSU Global DH Symposium","https://cesta.stanford.edu/events/watch-party-msu-global-dh-symposium"
"1716323825-65","https://cesta.stanford.edu/events/past-events","","","Jo Guldi: Validating Quantitative Findings About History","https://cesta.stanford.edu/events/jo-guldi-validating-quantitative-findings-about-history"
"1716323825-66","https://cesta.stanford.edu/events/past-events","","","Anna Bigelow: Storymapping Shared Sacred Sites: A Work/Site in Progress","https://cesta.stanford.edu/events/anna-bigelow-storymapping-shared-sacred-sites-worksite-progress"
"1716323825-67","https://cesta.stanford.edu/events/past-events","","","Simone Abbiati: Digital Sorrow: IRA Terrorism in fiction through the lens of Computational Literary Studies","https://cesta.stanford.edu/events/simone-abbiati-digital-sorrow-ira-terrorism-fiction-through-lens-computational-literary"
"1716323825-68","https://cesta.stanford.edu/events/past-events","","","Fyza Parviz Jazra, Nelson Shuchmacher Endebo, and Ellis Schriefer: Building EdTech from the Inside Out: Challenges and Opportunities of EpicConnect","https://cesta.stanford.edu/events/fyza-parviz-jazra-nelson-shuchmacher-endebo-and-ellis-schriefer-building-edtech-inside-out"
"1716323825-69","https://cesta.stanford.edu/events/past-events","","","Christine Philliou and Firuzan Melike Sümertaş; Hiding in Plain Sight: The İstanΠόλις  Collaborative, Reconstructing the Greek Community of 19th and early 20th century Istanbul","https://cesta.stanford.edu/events/christine-philliou-and-firuzan-melike-sumertas-hiding-plain-sight-istanpolis-collaborative"
"1716323825-70","https://cesta.stanford.edu/events/past-events","","","Maciej Kurzynski: Words Close to Heart: A Techno-Cognitive Approach to Interiority in Modern Chinese Literature","https://cesta.stanford.edu/events/maciej-kurzynski-words-close-heart-techno-cognitive-approach-interiority-modern-chinese"
"1716323825-71","https://cesta.stanford.edu/events/past-events","","","Mateusz Fafinski: The Past is not just a Graph: Doing Digital History Today","https://cesta.stanford.edu/events/mateusz-fafinski-past-not-just-graph-doing-digital-history-today"
"1716323825-72","https://cesta.stanford.edu/events/past-events","","","Erik Steiner: ""The Spatial History Project: Reflections and Directions""","https://cesta.stanford.edu/events/erik-steiner-spatial-history-project-reflections-and-directions"
"1716323825-73","https://cesta.stanford.edu/events/past-events","","","Open House: Undergraduate Research Internship Program","https://cesta.stanford.edu/events/open-house-undergraduate-research-internship-program"
"1716323825-74","https://cesta.stanford.edu/events/past-events","","","Evelyn Gius: Structure as Meaning? Conflict as a Text Feature in German Literature","https://cesta.stanford.edu/events/evelyn-gius-structure-meaning-conflict-text-feature-german-literature"
"1716323825-75","https://cesta.stanford.edu/events/past-events","","","Anne Ladyem McDivitt: ""Digital Storytelling and Accessibility of Digital Humanities""","https://cesta.stanford.edu/events/anne-ladyem-mcdivitt-digital-storytelling-and-accessibility-digital-humanities"
"1716323825-76","https://cesta.stanford.edu/events/past-events","","","Ran Abramitzky: Streets of Gold: America’s Untold Story of Immigrant Success","https://cesta.stanford.edu/events/ran-abramitzky-streets-gold-americas-untold-story-immigrant-success"
"1716323825-77","https://cesta.stanford.edu/events/past-events","","","Early Modern Recipe Online Collective Transcribathon","https://cesta.stanford.edu/events/early-modern-recipe-online-collective-transcribathon"
"1716323825-78","https://cesta.stanford.edu/events/past-events","","","Stewart Brookes: Getting Digital on Medieval Manuscripts","https://cesta.stanford.edu/events/stewart-brookes-getting-digital-medieval-manuscripts"
"1716323825-79","https://cesta.stanford.edu/events/past-events","","","Svenja Guhr: Introduction to CATMA 6 - Software for Digital Text Annotation and Analysis","https://cesta.stanford.edu/events/svenja-guhr-introduction-catma-6-software-digital-text-annotation-and-analysis"
"1716323825-80","https://cesta.stanford.edu/events/past-events","","","Will Fenton: Ghost River: From Colonial Past to Native Present","https://cesta.stanford.edu/events/will-fenton-ghost-river-colonial-past-native-present"
"1716323825-81","https://cesta.stanford.edu/events/past-events","","","New Horizons in DH: Research Presentations and Roundtable Discussion","https://cesta.stanford.edu/events/new-horizons-dh-research-presentations-and-roundtable-discussion"
"1716323825-82","https://cesta.stanford.edu/events/past-events","","","New Horizons in DH: Roundtable with guests from the Venice Center for Digital and Public Humanities","https://cesta.stanford.edu/events/new-horizons-dh-roundtable-guests-venice-center-digital-and-public-humanities"
"1716323825-83","https://cesta.stanford.edu/events/past-events","","","Nora Barakat and David Wrisley: ""Beyond the National Archive: Digital Futures for Gulf Studies""","https://cesta.stanford.edu/events/nora-barakat-and-david-wrisley-beyond-national-archive-digital-futures-gulf-studies"
"1716323825-84","https://cesta.stanford.edu/events/past-events","","","CESTA Open House: DH and Graduate Studies at Stanford and Beyond (with Mark Algee-Hewitt, Will Fenton, Alix Keener)","https://cesta.stanford.edu/events/cesta-open-house-dh-and-graduate-studies-stanford-and-beyond-mark-algee-hewitt-will-fenton"
"1716323825-85","https://cesta.stanford.edu/events/past-events","","","Critical Data Practices Symposium","https://cesta.stanford.edu/events/critical-data-practices-symposium"
"1716323825-86","https://cesta.stanford.edu/events/past-events","","","Opening Session of Critical Data Practices Symposium","https://cesta.stanford.edu/events/opening-session-critical-data-practices-symposium"
"1716323825-87","https://cesta.stanford.edu/events/past-events","","","Computation and Culture in the Era of Digital Media: a transdisciplinary roundtable","https://cesta.stanford.edu/events/computation-and-culture-era-digital-media-transdisciplinary-roundtable"
"1716323825-88","https://cesta.stanford.edu/events/past-events","","","Richard Jean So: ""How a Pandemic Becomes a Story. Narrative and Social Crisis in the Platform Age""","https://cesta.stanford.edu/events/richard-jean-so-how-pandemic-becomes-story-narrative-and-social-crisis-platform-age"
"1716323825-89","https://cesta.stanford.edu/events/past-events","","","Jessie Loyer: ""Indigenous Relationality in Digital Spaces""","https://cesta.stanford.edu/events/jessie-loyer-indigenous-relationality-digital-spaces"
"1716323825-90","https://cesta.stanford.edu/events/past-events","","","CESTA Digital Humanities Research Showcase 2022","https://cesta.stanford.edu/events/showcase-2022"
"1716323825-91","https://cesta.stanford.edu/events/past-events","","","Luca Scholz: ""A Distant Reading of Law Dissertations""","https://cesta.stanford.edu/events/luca-scholz-distant-reading-law-dissertations"
"1716323825-92","https://cesta.stanford.edu/events/past-events","","","Tim Williams: ""Central Asia and the Role of Digital Heritage Inventories""","https://cesta.stanford.edu/events/tim-williams-central-asia-and-role-digital-heritage-inventories"
"1716323825-93","https://cesta.stanford.edu/events/past-events","","","Tyler Kynn: ""On the Road to Mecca: Simulating the Ottoman Hajj""","https://cesta.stanford.edu/events/tyler-kynn-road-mecca-simulating-ottoman-hajj"
"1716323825-94","https://cesta.stanford.edu/events/past-events","","","Cynthia Bennett : ""Centering People in Information Translation""","https://cesta.stanford.edu/events/cynthia-bennett-centering-people-information-translation"
"1716323825-95","https://cesta.stanford.edu/events/past-events","","","Roopika Risam: ""Transnational Digital Humanities in the Digital Black Atlantic""","https://cesta.stanford.edu/events/roopika-risam-transnational-digital-humanities-digital-black-atlantic"
"1716323825-96","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar: Nicholas Giudice on ""Improving Accessibility of Maps and Graphics: Promoting Inclusion Through Multisensory Visualizations""","https://cesta.stanford.edu/events/cesta-seminar-nicholas-giudice-improving-accessibility-maps-and-graphics-promoting-inclusion"
"1716323825-97","https://cesta.stanford.edu/events/past-events","","","Nicholas Giudice","https://cesta.stanford.edu/events/nicholas-giudice"
"1716323825-98","https://cesta.stanford.edu/events/past-events","","","DH Careers: Beyond Academia","https://cesta.stanford.edu/events/dh-careers-beyond-academia"
"1716323825-99","https://cesta.stanford.edu/events/past-events","","","Ale Pålsson and Victor Wilson: ""Swedish Caribbean Colonialism 1784–1878: Research, Challenges and Opportunities for Caribbean Digital History""","https://cesta.stanford.edu/events/ale-palsson-and-victor-wilson-swedish-caribbean-colonialism-1784-1878-research-challenges"
"1716323825-100","https://cesta.stanford.edu/events/past-events","","","Mark Algee-Hewitt: ""Re-Formations: Visualizing Complex Concept Spaces in the Eighteenth Century""","https://cesta.stanford.edu/events/mark-algee-hewitt-re-formations-visualizing-complex-concept-spaces-eighteenth-century"
"1716323825-101","https://cesta.stanford.edu/events/past-events","","","Felicia Smith, Nicole Coleman, Gabriela Basel, and Akosua Kissi: ""Introducing the 'Know Systemic Racism' Project""","https://cesta.stanford.edu/events/felicia-smith-nicole-coleman-gabriela-basel-and-akosua-kissi-introducing-know-systemic"
"1716323825-102","https://cesta.stanford.edu/events/past-events","","","Grant Parker: ""Curating Enslaved Pasts of the Cape of Good Hope""","https://cesta.stanford.edu/events/grant-parker-curating-enslaved-pasts-cape-good-hope-0"
"1716323825-103","https://cesta.stanford.edu/events/past-events","","","Grant Parker: ""Curating Enslaved Pasts of the Cape of Good Hope""","https://cesta.stanford.edu/events/grant-parker-curating-enslaved-pasts-cape-good-hope"
"1716323825-104","https://cesta.stanford.edu/events/past-events","","","Sylvester Johnson: ""Could a Robot Feel Pain? Race, Technology, and the Political Problem of Personhood""","https://cesta.stanford.edu/events/sylvester-johnson-could-robot-feel-pain-race-technology-and-political-problem-personhood"
"1716323825-105","https://cesta.stanford.edu/events/past-events","","","Centering People in Information Translation","https://cesta.stanford.edu/events/centering-people-information-translation"
"1716323825-106","https://cesta.stanford.edu/events/past-events","","","Mark Ravina: ""Rethinking Borders in a Digital Age""","https://cesta.stanford.edu/events/mark-ravina-rethinking-borders-digital-age"
"1716323825-107","https://cesta.stanford.edu/events/past-events","","","Nirmala Menon: ""Decolonizing Knowledge Infrastructures: Open Access and Multilingual Scholarly Publishing""","https://cesta.stanford.edu/events/nirmala-menon-decolonizing-knowledge-infrastructures-open-access-and-multilingual-scholarly"
"1716323825-108","https://cesta.stanford.edu/events/past-events","","","Mateusz Fafinski and Elaine Treharne: ""Networks of Memory: Automating Script in Time and Space""","https://cesta.stanford.edu/events/mateusz-fafinski-and-elaine-treharne-networks-memory-automating-script-time-and-space"
"1716323825-109","https://cesta.stanford.edu/events/past-events","","","Leo Barleta: “Simulating the Past: Agent-Based Modeling and Environmental Change in Early Brazil”","https://cesta.stanford.edu/events/leo-barleta-simulating-past-agent-based-modeling-and-environmental-change-early-brazil"
"1716323825-110","https://cesta.stanford.edu/events/past-events","","","DH Careers: Beyond the Professoriate","https://cesta.stanford.edu/events/dh-careers-beyond-professoriate"
"1716323825-111","https://cesta.stanford.edu/events/past-events","","","Angèle Christin: ""Algorithms in Practice""","https://cesta.stanford.edu/events/angele-christin-algorithms-practice"
"1716323825-112","https://cesta.stanford.edu/events/past-events","","","Cecil Brown and Tylar Campbell: “Liberty: Revival of African American Folk Culture in the Age of Digital Technology""","https://cesta.stanford.edu/events/cecil-brown-and-tylar-campbell-liberty-revival-african-american-folk-culture-age-digital"
"1716323825-113","https://cesta.stanford.edu/events/past-events","","","Eric Harvey: ""Beyond Compliance: Thinking Accessibly about the Digital Humanities""","https://cesta.stanford.edu/events/eric-harvey-beyond-compliance-thinking-accessibly-about-digital-humanities"
"1716323825-114","https://cesta.stanford.edu/events/past-events","","","Yuliya Ilchuk: ""The Network Shape of the Russian Novel""","https://cesta.stanford.edu/events/yuliya-ilchuk-network-shape-russian-novel"
"1716323825-115","https://cesta.stanford.edu/events/past-events","","","Ato Quayson: ""Urban Studies and the Practice of Theory""","https://cesta.stanford.edu/events/ato-quayson-urban-studies-and-practice-theory"
"1716323825-116","https://cesta.stanford.edu/events/past-events","","","Agnieszka Backman: ""Reframing and Truthfulness in the Digital Repository""","https://cesta.stanford.edu/events/agnieszka-backman-reframing-and-truthfulness-digital-repository"
"1716323825-117","https://cesta.stanford.edu/events/past-events","","","Destin Jenkins: ""The Business of Debt: A Digital Investigation of Municipal Bonds and Inequality""","https://cesta.stanford.edu/events/destin-jenkins-business-debt-digital-investigation-municipal-bonds-and-inequality"
"1716323825-118","https://cesta.stanford.edu/events/past-events","","","[POSTPONED] HAI's ""Concept Time Machine"" research group on work in progress","https://cesta.stanford.edu/events/postponed-hais-concept-time-machine-research-group-work-progress"
"1716323825-119","https://cesta.stanford.edu/events/past-events","","","Kat Reischl: ""Soviet Illustrated Periodicals as Data""","https://cesta.stanford.edu/events/kat-reischl-soviet-illustrated-periodicals-data"
"1716323825-120","https://cesta.stanford.edu/events/past-events","","","DH Careers Series: Panel on Navigating the Faculty Job Market with DH","https://cesta.stanford.edu/events/dh-careers-series-panel-navigating-faculty-job-market-dh"
"1716323825-121","https://cesta.stanford.edu/events/past-events","","","Eric Harvey: ""Variance, Population Thinking, Text-Concepts: The Use of Data in Conceptualizing Hebrew Psalms Literature""","https://cesta.stanford.edu/events/eric-harvey-variance-population-thinking-text-concepts-use-data-conceptualizing-hebrew"
"1716323825-122","https://cesta.stanford.edu/events/past-events","","","DH Long View Seminar Series: Mark Algee-Hewitt on ""Laboratory Life in the Humanities: Computation, Criticism, and Collaboration""","https://cesta.stanford.edu/events/dh-long-view-seminar-series-mark-algee-hewitt-laboratory-life-humanities-computation"
"1716323825-123","https://cesta.stanford.edu/events/past-events","","","Virtual Book Talk: Cameron Blevins and ""Paper Trails""","https://cesta.stanford.edu/events/virtual-book-talk-cameron-blevins-and-paper-trails"
"1716323825-124","https://cesta.stanford.edu/events/past-events","","","Arabic Books and Astronomy in Seventeenth Century Oxford","https://cesta.stanford.edu/events/arabic-books-and-astronomy-seventeenth-century-oxford"
"1716323825-125","https://cesta.stanford.edu/events/past-events","","","Digital Humanities Research Symposium","https://cesta.stanford.edu/events/digital-humanities-research-symposium"
"1716323825-126","https://cesta.stanford.edu/events/past-events","","","DH Long View Seminar: Valérie Schafer (University of Luxembourg) and Jane Winters (School of Advanced Study, University of London) on ""Web Archives Long View""","https://cesta.stanford.edu/events/dh-long-view-seminar-valerie-schafer-university-luxembourg-and-jane-winters-school-advanced"
"1716323825-127","https://cesta.stanford.edu/events/past-events","","","Adrien Zakar (Stanford) on ""CISTERN: Database of Geographical Knowledge in the Ottoman World""","https://cesta.stanford.edu/events/adrien-zakar-stanford-cistern-database-geographical-knowledge-ottoman-world"
"1716323825-128","https://cesta.stanford.edu/events/past-events","","","May Finding and Using Maps Online Workshop","https://cesta.stanford.edu/events/may-finding-and-using-maps-online-workshop"
"1716323825-129","https://cesta.stanford.edu/events/past-events","","","Mark Algee-Hewitt (Stanford), Anna Mukamal (Stanford), Lisa Mendelman (Menlo College), and Kendra Terry (Adelphi University) present ""Therapy Texts""","https://cesta.stanford.edu/events/mark-algee-hewitt-stanford-anna-mukamal-stanford-lisa-mendelman-menlo-college-and-kendra"
"1716323825-130","https://cesta.stanford.edu/events/past-events","","","DH Long View Seminar Series: Amy Earhart (Texas A&M University) on ""Complicating the whiteness of Digital Humanities: The Deep History of Black DH""","https://cesta.stanford.edu/events/dh-long-view-seminar-series-amy-earhart-texas-am-university-complicating-whiteness-digital"
"1716323825-131","https://cesta.stanford.edu/events/past-events","","","Marcelo Balaban (University of Brasilia) on ""Counting Images: Creating a Database of Black Characters from Imperial Rio de Janeiro's Illustrated Press""","https://cesta.stanford.edu/events/marcelo-balaban-university-brasilia-counting-images-creating-database-black-characters"
